code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
45256;PRESNOY;45260;;PRESNOY;47.957966146,2.558610645
45258;PUISEAUX;45390;;PUISEAUX;48.209594834,2.466440974
45279;ST GERMAIN DES PRES;45220;;ST GERMAIN DES PRES;47.965985887,2.848569093
45281;ST HILAIRE LES ANDRESIS;45320;;ST HILAIRE LES ANDRESIS;48.054564781,3.01558657
45291;ST MARTIN SUR OCRE;45500;;ST MARTIN SUR OCRE;47.646377356,2.644280298
45303;SCEAUX DU GATINAIS;45490;;SCEAUX DU GATINAIS;48.120949472,2.590956561
45311;SIGLOY;45110;;SIGLOY;47.839644342,2.22289797
45321;THIMORY;45260;;THIMORY;47.925255288,2.594082089
45326;TOURNOISIS;45310;;TOURNOISIS;48.004691075,1.624703178
45348;YEVRE LA VILLE;45300;;YEVRE LA VILLE;48.143093608,2.322656995
45348;YEVRE LA VILLE;45300;YEVRE LE CHATEL;YEVRE LA VILLE;48.143093608,2.322656995
46005;ANGLARS JUILLAC;46140;;ANGLARS JUILLAC;44.486335023,1.208272181
46010;AUJOLS;46090;;AUJOLS;44.424680262,1.541489114
46016;BALADOU;46600;;BALADOU;44.924297757,1.554982765
46029;BIARS SUR CERE;46130;;BIARS SUR CERE;44.928279074,1.856540483
46033;PORTE DU QUERCY;46800;LE BOULVE;PORTE DU QUERCY;44.40850063,1.142502399
46036;LE BOUYSSOU;46120;;LE BOUYSSOU;44.694436283,1.946607135
46052;CAMBOULIT;46100;;CAMBOULIT;44.59946185,1.953330685
46054;CANIAC DU CAUSSE;46240;;CANIAC DU CAUSSE;44.630400296,1.656088765
46057;CARDAILLAC;46100;;CARDAILLAC;44.683024172,2.01384825
46058;CARENNAC;46110;;CARENNAC;44.906107898,1.723739455
46078;COUZOU;46500;;COUZOU;44.769933644,1.633156146
46095;ESPERE;46090;;ESPERE;44.514120264,1.37054443
46096;ESPEYROUX;46120;;ESPEYROUX;44.765555568,1.925730269
46100;FAYCELLES;46100;;FAYCELLES;44.565802397,1.992146362
46111;FOURMAGNAC;46100;;FOURMAGNAC;44.665626543,1.980688096
46130;GREZELS;46700;;GREZELS;44.467705148,1.150009776
46138;COEUR DE CAUSSE;46240;FONTANES DU CAUSSE;COEUR DE CAUSSE;44.653112676,1.577740047
46138;COEUR DE CAUSSE;46240;LABASTIDE MURAT;COEUR DE CAUSSE;44.653112676,1.577740047
46143;LACAPELLE MARIVAL;46120;;LACAPELLE MARIVAL;44.725433572,1.936601651
46145;LACHAPELLE AUZAC;46200;;LACHAPELLE AUZAC;44.937720707,1.480461151
46151;LAMOTHE CASSEL;46240;;LAMOTHE CASSEL;44.612815407,1.514228578
46155;LARNAGOL;46160;;LARNAGOL;44.488150171,1.777572674
46156;BELLEFONT LA RAUZE;46090;COURS;BELLEFONT LA RAUZE;44.513100348,1.503453094
46162;LAUZES;46360;;LAUZES;44.563221037,1.577887897
46165;LAVERGNE;46500;;LAVERGNE;44.801894738,1.766159439
46174;LINAC;46270;;LINAC;44.676115709,2.117269414
46177;LOUBRESSAC;46130;;LOUBRESSAC;44.866472069,1.790848358
46189;MAYRINHAC LENTOUR;46500;;MAYRINHAC LENTOUR;44.813456378,1.805015644
46194;MILHAC;46300;;MILHAC;44.796615793,1.347918085
46196;MONTAMEL;46310;;MONTAMEL;44.607708775,1.464451248
46201;MONTCUQ EN QUERCY BLANC;46800;MONTCUQ;MONTCUQ EN QUERCY BLANC;44.342670194,1.171425316
46203;MONTET ET BOUXAL;46210;;MONTET ET BOUXAL;44.748495869,2.035946154
46213;PADIRAC;46500;;PADIRAC;44.850549565,1.755501353
46216;PAYRIGNAC;46300;;PAYRIGNAC;44.762937086,1.34352172
46218;PESCADOIRES;46220;;PESCADOIRES;44.499914023,1.157897056
46219;PEYRILLES;46310;;PEYRILLES;44.621364968,1.393632889
46221;PLANIOLES;46100;;PLANIOLES;44.642105499,2.028127639
46230;PUYJOURDES;46260;;PUYJOURDES;44.402127109,1.855675811
46231;PUY L EVEQUE;46700;;PUY L EVEQUE;44.516516737,1.135734379
46233;QUISSAC;46320;;QUISSAC;44.624511778,1.719450772
46238;RIGNAC;46500;;RIGNAC;44.806185142,1.704032454
46242;RUDELLE;46120;;RUDELLE;44.730503295,1.878122727
46251;ST CERE;46400;;ST CERE;44.853141035,1.892658111
46254;ST CHELS;46160;;ST CHELS;44.526181423,1.814649861
46266;ST FELIX;46100;;ST FELIX;44.61231552,2.113219403
46271;ST JEAN LESPINASSE;46400;;ST JEAN LESPINASSE;44.85841927,1.859334475
46279;ST MAURICE EN QUERCY;46120;;ST MAURICE EN QUERCY;44.74933635,1.956032694
46283;ST MICHEL DE BANNIERES;46110;;ST MICHEL DE BANNIERES;44.975917241,1.683646948
46302;SENAILLAC LATRONQUIERE;46210;;SENAILLAC LATRONQUIERE;44.837306719,2.07465355
46304;SENIERGUES;46240;;SENIERGUES;44.714112855,1.560363544
46311;SOUSCEYRAC EN QUERCY;46190;SOUSCEYRAC;SOUSCEYRAC EN QUERCY;44.905439497,2.031784337
46319;THEMINETTES;46120;;THEMINETTES;44.718480906,1.85032046
46321;TOUZAC;46700;;TOUZAC;44.496849244,1.059610518
46323;USSEL;46240;;USSEL;44.591964953,1.495856881
46330;VAYRAC;46110;;VAYRAC;44.945272341,1.692844397
47016;AUBIAC;47310;;AUBIAC;44.137653256,0.568156925
47017;AURADOU;47140;;AURADOU;44.340941105,0.814645897
47022;BAZENS;47130;;BAZENS;44.268073985,0.427606616
47023;BEAUGAS;47290;;BEAUGAS;44.511535754,0.623615266
47029;BLANQUEFORT SUR BRIOLANCE;47500;;BLANQUEFORT SUR BRIOLANCE;44.609351186,0.960661079
47030;BLAYMONT;47470;;BLAYMONT;44.294733738,0.859376718
47032;BON ENCONTRE;47240;;BON ENCONTRE;44.208220893,0.6880086
47033;BOUDY DE BEAUREGARD;47290;;BOUDY DE BEAUREGARD;44.543749484,0.677518946
47040;BRAX;47310;;BRAX;44.201459495,0.557792158
47047;CAMBES;47350;;CAMBES;44.596701205,0.277888973
47053;CASTELLA;47340;;CASTELLA;44.314235342,0.685435819
47057;CASTILLONNES;47330;;CASTILLONNES;44.638838766,0.606338613
47068;COCUMONT;47250;;COCUMONT;44.453538017,0.034312453
47074;COUTHURES SUR GARONNE;47180;;COUTHURES SUR GARONNE;44.521035181,0.068130104
47078;DAMAZAN;47160;;DAMAZAN;44.289185426,0.275335348
47079;DAUSSE;47140;;DAUSSE;44.387893353,0.887966294
47092;FALS;47220;;FALS;44.105250951,0.688785125
47110;GONTAUD DE NOGARET;47400;;GONTAUD DE NOGARET;44.461209594,0.292166565
47121;LABASTIDE CASTEL AMOUROUX;47250;;LABASTIDE CASTEL AMOUROUX;44.346014767,0.12680568
47122;LABRETONIE;47350;;LABRETONIE;44.489748533,0.372667746
47126;LACHAPELLE;47350;;LACHAPELLE;44.574499512,0.259595772
47127;LAFITTE SUR LOT;47320;;LAFITTE SUR LOT;44.353430874,0.436642627
47134;LANNES;47170;;LANNES;44.023263957,0.286363503
47138;LAROQUE TIMBAUT;47340;;LAROQUE TIMBAUT;44.277523194,0.756507077
47140;LAUGNAC;47360;;LAUGNAC;44.299904336,0.608574282
47150;LONGUEVILLE;47200;;LONGUEVILLE;44.462531109,0.219261239
47161;MASSELS;47140;;MASSELS;44.31763045,0.856285027
47164;MAZIERES NARESSE;47210;;MAZIERES NARESSE;44.656130073,0.707813776
47165;MEILHAN SUR GARONNE;47180;;MEILHAN SUR GARONNE;44.506799379,0.02866818
47169;MOIRAX;47310;;MOIRAX;44.139749408,0.608046907
47170;MONBAHUS;47290;;MONBAHUS;44.538872953,0.524803111
47177;MONHEURT;47160;;MONHEURT;44.333023127,0.3054131
47178;MONSEGUR;47150;;MONSEGUR;44.484444568,0.878663243
47189;MONTIGNAC TOUPINERIE;47350;;MONTIGNAC TOUPINERIE;44.549113336,0.352424358
47204;PEYRIERE;47350;;PEYRIERE;44.576436761,0.305057623
47205;PINDERES;47700;;PINDERES;44.272100342,0.000576534
47211;POUDENAS;47170;;POUDENAS;44.041230235,0.200747919
47218;PUYSSERAMPION;47800;;PUYSSERAMPION;44.599595378,0.31853917
47219;RAYET;47210;;RAYET;44.669345105,0.769747532
47220;RAZIMET;47160;;RAZIMET;44.352078356,0.230106188
47221;REAUP LISSE;47170;;REAUP LISSE;44.1004126,0.210926508
47222;LA REUNION;47700;;LA REUNION;44.282958698,0.118373841
47223;RIVES;47210;;RIVES;44.656106122,0.738025142
47225;ROQUEFORT;47310;;ROQUEFORT;44.176049314,0.556923385
47226;ROUMAGNE;47800;;ROUMAGNE;44.625000908,0.342872287
47236;STE COLOMBE DE DURAS;47120;;STE COLOMBE DE DURAS;44.69604836,0.119530222
47240;ST ETIENNE DE VILLEREAL;47210;;ST ETIENNE DE VILLEREAL;44.612719379,0.762407479
47241;ST EUTROPE DE BORN;47210;;ST EUTROPE DE BORN;44.577838742,0.708659852
47244;STE GEMME MARTAILLAC;47250;;STE GEMME MARTAILLAC;44.368086369,0.161183547
47245;ST GERAUD;47120;;ST GERAUD;44.622328882,0.157397361
47248;ST JEAN DE THURAC;47270;;ST JEAN DE THURAC;44.157363804,0.740326929
47251;ST LEON;47160;;ST LEON;44.286844206,0.240032582
47258;STE MAURE DE PEYRIAC;47170;;STE MAURE DE PEYRIAC;44.010005028,0.154402422
47262;ST NICOLAS DE LA BALERME;47220;;ST NICOLAS DE LA BALERME;44.131502581,0.755953013
47263;ST PARDOUX DU BREUIL;47200;;ST PARDOUX DU BREUIL;44.471012895,0.198924593
47264;ST PARDOUX ISAAC;47800;;ST PARDOUX ISAAC;44.61234818,0.377914312
47274;ST ROMAIN LE NOBLE;47270;;ST ROMAIN LE NOBLE;44.154063389,0.777359438
47279;ST SIXTE;47220;;ST SIXTE;44.128526779,0.783255836
47286;SAUMEJAN;47420;;SAUMEJAN;44.23218815,-0.021276746
47296;SEGALAS;47410;;SEGALAS;44.589859214,0.531494885
47297;SEMBAS;47360;;SEMBAS;44.323143487,0.646193152
47298;SENESTIS;47430;;SENESTIS;44.421163071,0.237829474
47299;SERIGNAC PEBOUDOU;47410;;SERIGNAC PEBOUDOU;44.615839767,0.531817278
47312;TOURNON D AGENAIS;47370;;TOURNON D AGENAIS;44.392402217,0.995909479
47313;TOURTRES;47380;;TOURTRES;44.510568324,0.419121038
47315;TRENTELS;47140;;TRENTELS;44.445585846,0.864350632
47316;VARES;47400;;VARES;44.432595992,0.356279744
47321;VILLENEUVE DE DURAS;47120;;VILLENEUVE DE DURAS;44.743804687,0.235913384
47323;VILLENEUVE SUR LOT;47300;;VILLENEUVE SUR LOT;44.424851844,0.742059514
48007;ARZENC D APCHER;48310;;ARZENC D APCHER;44.844612962,3.111661916
48009;PEYRE EN AUBRAC;48130;FAU DE PEYRE;PEYRE EN AUBRAC;44.697996862,3.268674168
48012;LES MONTS VERTS;48200;;LES MONTS VERTS;44.849128828,3.222127209
48019;BARRE DES CEVENNES;48400;;BARRE DES CEVENNES;44.254126207,3.671183432
48020;BASSURELS;48400;;BASSURELS;44.15823496,3.605545403
48021;LA BASTIDE PUYLAURENT;48250;;LA BASTIDE PUYLAURENT;44.565647302,3.887859401
48027;MONT LOZERE ET GOULET;48190;BAGNOLS LES BAINS;MONT LOZERE ET GOULET;44.513660382,3.749608588
48027;MONT LOZERE ET GOULET;48190;LE BLEYMARD;MONT LOZERE ET GOULET;44.513660382,3.749608588
48030;BRENOUX;48000;;BRENOUX;44.487323953,3.532991088
48032;LE BUISSON;48100;;LE BUISSON;44.628921692,3.223200774
48043;CHATEAUNEUF DE RANDON;48170;;CHATEAUNEUF DE RANDON;44.64821779,3.685657885
48045;CHAUDEYRAC;48170;;CHAUDEYRAC;44.641882128,3.751341984
48058;LA FAGE MONTIVERNOUX;48310;;LA FAGE MONTIVERNOUX;44.747066861,3.151241272
48061;FLORAC TROIS RIVIERES;48400;FLORAC;FLORAC TROIS RIVIERES;44.317361752,3.605490197
48061;FLORAC TROIS RIVIERES;48400;LA SALLE PRUNET;FLORAC TROIS RIVIERES;44.317361752,3.605490197
48065;FRAISSINET DE FOURQUES;48400;;FRAISSINET DE FOURQUES;44.209284878,3.531292818
48081;LANUEJOLS;48000;;LANUEJOLS;44.490271923,3.587665409
48094;MASSEGROS CAUSSES GORGES;48500;ST GEORGES DE LEVEJAC;MASSEGROS CAUSSES GORGES;44.306224605,3.210633697
48098;MOLEZON;48110;;MOLEZON;44.219424999,3.694116092
48107;PALHERS;48100;;PALHERS;44.521303318,3.307727088
48108;LA PANOUSE;48600;;LA PANOUSE;44.737226779,3.588033865
48111;PELOUSE;48000;;PELOUSE;44.57211465,3.606102455
48116;PONT DE MONTVERT SUD MONT LOZERE;48220;LE PONT DE MONTVERT;PONT DE MONTVERT SUD MONT LOZERE;44.371033796,3.765083198
48130;ROUSSES;48400;;ROUSSES;44.193454871,3.573538577
48135;ST ANDRE CAPCEZE;48800;;ST ANDRE CAPCEZE;44.417841118,3.941977624
48139;ST BONNET LAVAL;48600;CHAPEAUROUX;ST BONNET LAVAL;44.812477342,3.715193279
48150;ST FLOUR DE MERCOIRE;48300;;ST FLOUR DE MERCOIRE;44.681559143,3.829626191
48176;ST PIERRE DES TRIPIERS;48150;;ST PIERRE DES TRIPIERS;44.224769387,3.270150165
48179;ST PRIVAT DU FAU;48140;;ST PRIVAT DU FAU;44.918585704,3.356186719
48185;LES SALELLES;48230;;LES SALELLES;44.484905273,3.274190052
48193;VEBRON;48400;;VEBRON;44.255804282,3.542939414
48194;VIALAS;48220;;VIALAS;44.342670995,3.890622143
49003;TUFFALUN;49700;LOUERRE;TUFFALUN;47.27452711,-0.331864746
49007;ANGERS;49100;;ANGERS;47.476657084,-0.556221025
49010;ARMAILLE;49420;;ARMAILLE;47.713499413,-1.137696474
49018;BAUGE EN ANJOU;49150;BAUGE;BAUGE EN ANJOU;47.566270346,-0.102419344
49018;BAUGE EN ANJOU;49150;CHARTRENE;BAUGE EN ANJOU;47.566270346,-0.102419344
49018;BAUGE EN ANJOU;49150;CHEVIRE LE ROUGE;BAUGE EN ANJOU;47.566270346,-0.102419344
49018;BAUGE EN ANJOU;49150;ECHEMIRE;BAUGE EN ANJOU;47.566270346,-0.102419344
49018;BAUGE EN ANJOU;49150;ST QUENTIN LES BEAUREPAIRE;BAUGE EN ANJOU;47.566270346,-0.102419344
49023;BEAUPREAU EN MAUGES;49110;LE PIN EN MAUGES;BEAUPREAU EN MAUGES;47.197135938,-0.956904052
49023;BEAUPREAU EN MAUGES;49450;VILLEDIEU LA BLOUERE;BEAUPREAU EN MAUGES;47.197135938,-0.956904052
49023;BEAUPREAU EN MAUGES;49510;LA JUBAUDIERE;BEAUPREAU EN MAUGES;47.197135938,-0.956904052
49023;BEAUPREAU EN MAUGES;49510;LA POITEVINIERE;BEAUPREAU EN MAUGES;47.197135938,-0.956904052
49023;BEAUPREAU EN MAUGES;49600;ST PHILBERT EN MAUGES;BEAUPREAU EN MAUGES;47.197135938,-0.956904052
49029;BLAISON ST SULPICE;49320;ST SULPICE;BLAISON ST SULPICE;47.392127571,-0.384127135
49050;BRISSAC LOIRE AUBANCE;49320;CHARCE ST ELLIER SUR AUBANCE;BRISSAC LOIRE AUBANCE;47.345915233,-0.403256373
49057;CERNUSSON;49310;;CERNUSSON;47.167852899,-0.482593222
49061;CHALLAIN LA POTHERIE;49440;;CHALLAIN LA POTHERIE;47.631822594,-1.071169253
49063;CHALONNES SUR LOIRE;49290;;CHALONNES SUR LOIRE;47.349730422,-0.774055792
49067;CHENILLE CHAMPTEUSSE;49220;CHENILLE CHANGE;CHENILLE CHAMPTEUSSE;47.676463979,-0.656489913
49068;CHAMPTOCE SUR LOIRE;49123;;CHAMPTOCE SUR LOIRE;47.430247565,-0.874284293
49069;OREE D ANJOU;49270;CHAMPTOCEAUX;OREE D ANJOU;47.309539794,-1.201383399
49069;OREE D ANJOU;49270;LANDEMONT;OREE D ANJOU;47.309539794,-1.201383399
49069;OREE D ANJOU;49530;DRAIN;OREE D ANJOU;47.309539794,-1.201383399
49080;LES HAUTS D ANJOU;49330;CHATEAUNEUF SUR SARTHE;LES HAUTS D ANJOU;47.703938402,-0.550724281
49080;LES HAUTS D ANJOU;49330;QUERRE;LES HAUTS D ANJOU;47.703938402,-0.550724281
49080;LES HAUTS D ANJOU;49330;SOEURDRES;LES HAUTS D ANJOU;47.703938402,-0.550724281
49086;TERRANJOU;49540;MARTIGNE BRIAND;TERRANJOU;47.263453344,-0.444435776
49092;CHEMILLE EN ANJOU;49750;CHANZEAUX;CHEMILLE EN ANJOU;47.220621251,-0.704547266
49100;CIZAY LA MADELEINE;49700;;CIZAY LA MADELEINE;47.182901429,-0.184822682
49102;CLERE SUR LAYON;49560;;CLERE SUR LAYON;47.085166779,-0.4311416
49113;COURCHAMPS;49260;;COURCHAMPS;47.198061446,-0.157514572
49114;COURLEON;49390;;COURLEON;47.381053828,0.147484654
49125;DOUE EN ANJOU;49700;DOUE LA FONTAINE;DOUE EN ANJOU;47.191870868,-0.307710062
49125;DOUE EN ANJOU;49700;MEIGNE;DOUE EN ANJOU;47.191870868,-0.307710062
49125;DOUE EN ANJOU;49700;MONTFORT;DOUE EN ANJOU;47.191870868,-0.307710062
49138;LES BOIS D ANJOU;49250;ST GEORGES DU BOIS;LES BOIS D ANJOU;47.453726186,-0.136612909
49182;LOURESSE ROCHEMENIER;49700;;LOURESSE ROCHEMENIER;47.241420671,-0.307046036
49183;VAL D ERDRE AUXENCE;49440;LA CORNUAILLE;VAL D ERDRE AUXENCE;47.513413776,-0.931390041
49188;MARCE;49140;;MARCE;47.58198581,-0.300453057
49193;LE MAY SUR EVRE;49122;;LE MAY SUR EVRE;47.132759553,-0.87537695
49200;LONGUENEE EN ANJOU;49220;PRUILLE;LONGUENEE EN ANJOU;47.548036477,-0.667299151
49200;LONGUENEE EN ANJOU;49770;LA MEIGNANNE;LONGUENEE EN ANJOU;47.548036477,-0.667299151
49214;MONTREUIL JUIGNE;49460;JUIGNE BENE;MONTREUIL JUIGNE;47.541097707,-0.616150072
49217;MONTREUIL SUR MAINE;49220;;MONTREUIL SUR MAINE;47.660434172,-0.711503283
49218;MONTREVAULT SUR EVRE;49110;CHAUDRON EN MAUGES;MONTREVAULT SUR EVRE;47.25850493,-1.042610429
49218;MONTREVAULT SUR EVRE;49110;LA BOISSIERE SUR EVRE;MONTREVAULT SUR EVRE;47.25850493,-1.042610429
49218;MONTREVAULT SUR EVRE;49110;MONTREVAULT;MONTREVAULT SUR EVRE;47.25850493,-1.042610429
49218;MONTREVAULT SUR EVRE;49110;ST REMY EN MAUGES;MONTREVAULT SUR EVRE;47.25850493,-1.042610429
49220;MORANNES SUR SARTHE DAUMERAY;49640;MORANNES SUR SARTHE;MORANNES SUR SARTHE DAUMERAY;47.709069638,-0.38641145
49228;NOYANT VILLAGES;49390;PARCAY LES PINS;NOYANT VILLAGES;47.524273619,0.104578885
49228;NOYANT VILLAGES;49490;LASSE;NOYANT VILLAGES;47.524273619,0.104578885
49237;LA PELLERINE;49490;;LA PELLERINE;47.45824049,0.130600211
49244;MAUGES SUR LOIRE;49410;LA CHAPELLE ST FLORENT;MAUGES SUR LOIRE;47.341001034,-0.928035077
49247;LA POSSONNIERE;49170;;LA POSSONNIERE;47.381237744,-0.708829539
49248;OMBREE D ANJOU;49420;POUANCE;OMBREE D ANJOU;47.72311237,-1.107195866
49248;OMBREE D ANJOU;49420;VERGONNES;OMBREE D ANJOU;47.72311237,-1.107195866
49248;OMBREE D ANJOU;49520;BEL AIR;OMBREE D ANJOU;47.72311237,-1.107195866
49248;OMBREE D ANJOU;49520;COMBREE;OMBREE D ANJOU;47.72311237,-1.107195866
49253;LE PUY NOTRE DAME;49260;;LE PUY NOTRE DAME;47.114419479,-0.229106619
49261;GENNES VAL DE LOIRE;49160;ST MARTIN DE LA PLACE;GENNES VAL DE LOIRE;47.332588064,-0.240271779
49261;GENNES VAL DE LOIRE;49350;CHENEHUTTE LES TUFFEAUX;GENNES VAL DE LOIRE;47.332588064,-0.240271779
49261;GENNES VAL DE LOIRE;49350;GENNES;GENNES VAL DE LOIRE;47.332588064,-0.240271779
49283;ST GEORGES SUR LOIRE;49170;;ST GEORGES SUR LOIRE;47.402506167,-0.755454059
49299;ST LEGER SOUS CHOLET;49280;;ST LEGER SOUS CHOLET;47.102554915,-0.904384525
49301;SEVREMOINE;49230;ST GERMAIN SUR MOINE;SEVREMOINE;47.096723337,-1.090669835
49301;SEVREMOINE;49710;LE LONGERON;SEVREMOINE;47.096723337,-1.090669835
49302;ST MACAIRE DU BOIS;49260;;ST MACAIRE DU BOIS;47.113458504,-0.290017929
49306;ST MARTIN DU FOUILLOUX;49170;;ST MARTIN DU FOUILLOUX;47.436940426,-0.708112707
49307;LOIRE AUTHION;49250;ST MATHURIN SUR LOIRE;LOIRE AUTHION;47.45969715,-0.371888629
49307;LOIRE AUTHION;49800;ANDARD;LOIRE AUTHION;47.45969715,-0.371888629
49307;LOIRE AUTHION;49800;BRAIN SUR L AUTHION;LOIRE AUTHION;47.45969715,-0.371888629
49310;ST PAUL DU BOIS;49310;;ST PAUL DU BOIS;47.08970577,-0.541706687
49328;SAUMUR;49400;BAGNEUX;SAUMUR;47.2674899,-0.082988143
49328;SAUMUR;49400;ST LAMBERT DES LEVEES;SAUMUR;47.2674899,-0.082988143
49329;SAVENNIERES;49170;;SAVENNIERES;47.405611789,-0.66741298
49329;SAVENNIERES;49170;EPIRE;SAVENNIERES;47.405611789,-0.66741298
49330;SCEAUX D ANJOU;49330;;SCEAUX D ANJOU;47.63156614,-0.610122962
49333;SEICHES SUR LE LOIR;49140;;SEICHES SUR LE LOIR;47.604151738,-0.359167885
49341;SOUZAY CHAMPIGNY;49400;;SOUZAY CHAMPIGNY;47.217472064,-0.02114503
49345;BELLEVIGNE EN LAYON;49380;FAVERAYE MACHELLES;BELLEVIGNE EN LAYON;47.271572562,-0.535401566
49345;BELLEVIGNE EN LAYON;49380;THOUARCE;BELLEVIGNE EN LAYON;47.271572562,-0.535401566
49345;BELLEVIGNE EN LAYON;49750;RABLAY SUR LAYON;BELLEVIGNE EN LAYON;47.271572562,-0.535401566
49355;TREMENTINES;49340;;TREMENTINES;47.122445819,-0.801846928
49358;TURQUANT;49730;;TURQUANT;47.211361009,0.021593573
49370;VERRIE;49400;;VERRIE;47.268487298,-0.186947183
49373;LYS HAUT LAYON;49310;LES CERQUEUX SOUS PASSAVANT;LYS HAUT LAYON;47.139197901,-0.471050728
49373;LYS HAUT LAYON;49310;LE VOIDE;LYS HAUT LAYON;47.139197901,-0.471050728
49373;LYS HAUT LAYON;49310;ST HILAIRE DU BOIS;LYS HAUT LAYON;47.139197901,-0.471050728
49373;LYS HAUT LAYON;49310;TANCOIGNE;LYS HAUT LAYON;47.139197901,-0.471050728
49373;LYS HAUT LAYON;49310;TREMONT;LYS HAUT LAYON;47.139197901,-0.471050728
49374;VILLEBERNIER;49400;;VILLEBERNIER;47.262577317,-0.021508787
50002;AGNEAUX;50180;;AGNEAUX;49.116050454,-1.129597817
50008;ANCTOVILLE SUR BOSCQ;50400;;ANCTOVILLE SUR BOSCQ;48.845884063,-1.528222872
50016;APPEVILLE;50500;;APPEVILLE;49.326950901,-1.335330812
50022;AUMEVILLE LESTRE;50630;;AUMEVILLE LESTRE;49.538654882,-1.322126478
50025;AVRANCHES;50300;;AVRANCHES;48.675600375,-1.34530386
50026;AZEVILLE;50310;;AZEVILLE;49.457017695,-1.312584072
50029;BARENTON;50720;;BARENTON;48.608250516,-0.830534621
50032;LA BARRE DE SEMILLY;50810;;LA BARRE DE SEMILLY;49.106230295,-1.017827922
50033;BAUBIGNY;50270;;BAUBIGNY;49.427948328,-1.805927419
50041;LA HAGUE;50440;GREVILLE HAGUE;LA HAGUE;49.652352643,-1.814072803
50041;LA HAGUE;50440;JOBOURG;LA HAGUE;49.652352643,-1.814072803
50041;LA HAGUE;50440;VAUVILLE;LA HAGUE;49.652352643,-1.814072803
50041;LA HAGUE;50690;FLOTTEMANVILLE HAGUE;LA HAGUE;49.652352643,-1.814072803
50042;BEAUVOIR;50170;;BEAUVOIR;48.603289433,-1.527908882
50044;BELVAL;50210;;BELVAL;49.06090316,-1.35533348
50050;BEUVRIGNY;50420;;BEUVRIGNY;48.966433779,-1.004252291
50052;BEUZEVILLE LA BASTILLE;50360;;BEUZEVILLE LA BASTILLE;49.352887631,-1.365810725
50055;BINIVILLE;50390;;BINIVILLE;49.429278078,-1.486180902
50062;BOISYVON;50800;;BOISYVON;48.806453338,-1.12777262
50066;JULLOUVILLE;50610;ST MICHEL DES LOUPS;JULLOUVILLE;48.763426278,-1.527807213
50072;BRAINVILLE;50200;;BRAINVILLE;49.082698396,-1.499236564
50074;BRECEY;50370;;BRECEY;48.725278146,-1.173649176
50081;BREVILLE SUR MER;50290;;BREVILLE SUR MER;48.869531211,-1.558354306
50082;BRICQUEBEC EN COTENTIN;50260;BRICQUEBEC;BRICQUEBEC EN COTENTIN;49.46507051,-1.667658399
50082;BRICQUEBEC EN COTENTIN;50260;LE VRETOT;BRICQUEBEC EN COTENTIN;49.46507051,-1.667658399
50082;BRICQUEBEC EN COTENTIN;50260;ST MARTIN LE HEBERT;BRICQUEBEC EN COTENTIN;49.46507051,-1.667658399
50083;BRICQUEBOSQ;50340;;BRICQUEBOSQ;49.535980686,-1.718488118
50085;BRICQUEVILLE SUR MER;50290;;BRICQUEVILLE SUR MER;48.918333925,-1.517024887
50090;BUAIS LES MONTS;50640;ST SYMPHORIEN DES MONTS;BUAIS LES MONTS;48.525816189,-0.975254666
50093;CAMETOURS;50570;;CAMETOURS;49.07102591,-1.284305327
50099;CARENTAN LES MARAIS;50480;ANGOVILLE AU PLAIN;CARENTAN LES MARAIS;49.313564243,-1.203460786
50099;CARENTAN LES MARAIS;50500;ST COME DU MONT;CARENTAN LES MARAIS;49.313564243,-1.203460786
50105;CATTEVILLE;50390;;CATTEVILLE;49.355028383,-1.565612169
50115;LE GRIPPON;50320;CHAMPCERVON;LE GRIPPON;48.769207821,-1.391676123
50124;LA CHAPELLE UREE;50370;;LA CHAPELLE UREE;48.664471734,-1.150162327
50135;CLITOURPS;50330;;CLITOURPS;49.651080107,-1.371898431
50137;LA COLOMBE;50800;;LA COLOMBE;48.875769782,-1.195247746
50143;COUDEVILLE SUR MER;50290;;COUDEVILLE SUR MER;48.873522577,-1.524445199
50149;COUVILLE;50690;;COUVILLE;49.558759168,-1.682263882
50155;CROLLON;50220;;CROLLON;48.581868101,-1.381060928
50156;CROSVILLE SUR DOUVE;50360;;CROSVILLE SUR DOUVE;49.385625559,-1.47621754
50161;LE DEZERT;50620;;LE DEZERT;49.209080613,-1.163053303
50174;EQUILLY;50320;;EQUILLY;48.833140548,-1.382197769
50177;ETIENVILLE;50360;;ETIENVILLE;49.385399456,-1.436762064
50196;GATTEVILLE LE PHARE;50760;;GATTEVILLE LE PHARE;49.679916939,-1.290974765
50209;GONNEVILLE LE THEIL;50330;GONNEVILLE;GONNEVILLE LE THEIL;49.618801272,-1.469495733
50210;GORGES;50190;;GORGES;49.264973448,-1.389292824
50215;GOUVILLE SUR MER;50200;BOISROGER;GOUVILLE SUR MER;49.101572359,-1.545777162
50229;HAMELIN;50730;;HAMELIN;48.542852619,-1.223023841
50232;HAUTEVILLE LA GUICHARD;50570;;HAUTEVILLE LA GUICHARD;49.124444019,-1.303121477
50236;LA HAYE;50250;GLATIGNY;LA HAYE;49.285920052,-1.59371592
50236;LA HAYE;50250;MOBECQ;LA HAYE;49.285920052,-1.59371592
50236;LA HAYE;50250;MONTGARDON;LA HAYE;49.285920052,-1.59371592
